Horizon;Uncertainty;Windows;Instruments;Planning Goals;Planning Attempts;Planning Time (secs);Execution Attempts;Execution Time (secs);Exogenous Events;Contingency Handling Time (secs);Goal Status
200;20;1;1;2;1;0;1;203;0;0;FINISHED
200;20;1;1;3;1;0;1;202;0;0;FINISHED
200;20;1;1;4;1;0;1;202;0;0;FINISHED
200;20;1;1;5;1;0;1;203;0;0;FINISHED
200;20;1;2;1;1;0;1;203;0;0;FINISHED
200;20;1;2;2;1;0;1;204;0;0;FINISHED
200;20;1;2;3;1;0;1;204;0;0;FINISHED
200;20;1;2;4;2;60;1;89;1;60;ABORTED
200;20;1;2;5;1;0;1;204;0;0;FINISHED
200;20;1;3;1;1;0;1;203;0;0;FINISHED
200;20;1;3;2;2;68;1;77;1;62;ABORTED
200;20;1;3;3;1;5;1;219;0;0;FINISHED
200;20;1;3;4;2;71;1;116;1;65;ABORTED
200;20;1;3;5;1;5;1;218;0;0;FINISHED
200;20;2;1;1;1;0;1;203;0;0;FINISHED
200;20;2;1;2;1;0;1;203;0;0;FINISHED
200;20;2;1;3;1;0;1;202;0;0;FINISHED
200;20;2;1;4;1;0;1;203;0;0;FINISHED
200;20;2;1;5;1;0;1;203;0;0;FINISHED
200;20;2;2;1;2;23;2;143;1;23;FINISHED
200;20;2;2;2;2;61;1;64;1;60;ABORTED
200;20;2;2;3;2;61;1;64;1;60;ABORTED
200;20;2;2;4;2;61;1;100;1;60;ABORTED
200;20;2;2;5;2;61;1;65;1;60;ABORTED
200;20;2;3;1;1;0;1;203;0;0;FINISHED
200;20;2;3;2;2;69;1;78;1;61;ABORTED
200;20;2;3;3;2;69;1;105;1;61;ABORTED
200;20;2;3;4;2;69;1;99;1;62;ABORTED
200;20;2;3;5;2;73;1;111;1;65;ABORTED
200;20;3;1;1;1;0;1;203;0;0;FINISHED
200;20;3;1;2;1;0;1;203;0;0;FINISHED
200;20;3;1;3;1;0;1;203;0;0;FINISHED
200;20;3;1;4;1;0;1;203;0;0;FINISHED
200;20;3;1;5;1;0;1;203;0;0;FINISHED
200;20;3;2;1;1;0;1;203;0;0;FINISHED
200;20;3;2;2;2;61;1;65;1;60;ABORTED
200;20;3;2;3;1;1;1;205;0;0;FINISHED
200;20;3;2;4;1;1;1;205;0;0;FINISHED
200;20;3;2;5;2;61;1;65;1;60;ABORTED
200;20;3;3;1;1;0;1;203;0;0;FINISHED
200;20;3;3;2;2;70;1;88;1;61;ABORTED
200;20;3;3;3;2;70;1;113;1;61;ABORTED
200;20;3;3;4;2;74;1;121;1;65;ABORTED
200;20;3;3;5;2;71;1;81;1;62;ABORTED
200;30;1;1;1;2;0;2;143;1;0;FINISHED
200;30;1;1;2;1;0;1;202;0;0;FINISHED
200;30;1;1;3;1;0;1;203;0;0;FINISHED
200;30;1;1;4;1;0;1;203;0;0;FINISHED
200;30;1;1;5;1;0;1;203;0;0;FINISHED
200;30;1;2;1;2;23;2;143;1;23;FINISHED
200;30;1;2;2;2;60;1;67;1;60;ABORTED
200;30;1;2;3;1;0;1;204;0;0;FINISHED
200;30;1;2;4;1;0;1;204;0;0;FINISHED
200;30;1;2;5;1;0;1;204;0;0;FINISHED
200;30;1;3;1;1;0;1;203;0;0;FINISHED
200;30;1;3;2;2;66;1;115;1;61;ABORTED
200;30;1;3;3;1;5;1;218;0;0;FINISHED
200;30;1;3;4;1;5;1;218;0;0;FINISHED
200;30;1;3;5;1;6;1;218;0;0;FINISHED
200;30;2;1;1;2;0;2;143;1;0;FINISHED
200;30;2;1;2;1;0;1;203;0;0;FINISHED
200;30;2;1;3;1;0;1;203;0;0;FINISHED
200;30;2;1;4;1;0;1;202;0;0;FINISHED
200;30;2;1;5;1;0;1;202;0;0;FINISHED
200;30;2;2;1;1;0;1;203;0;0;FINISHED
200;30;2;2;2;2;61;1;96;1;60;ABORTED
200;30;2;2;3;2;61;1;98;1;60;ABORTED
200;30;2;2;4;2;61;1;107;1;60;ABORTED
200;30;2;2;5;2;61;1;117;1;60;ABORTED
200;30;2;3;1;1;0;1;203;0;0;FINISHED
200;30;2;3;2;2;70;1;99;1;62;ABORTED
200;30;2;3;3;2;71;1;110;1;62;ABORTED
200;30;2;3;4;2;72;1;106;1;63;ABORTED
200;30;2;3;5;2;73;1;80;1;64;ABORTED
200;30;3;1;1;1;0;1;201;0;0;FINISHED
200;30;3;1;2;1;0;1;201;0;0;FINISHED
200;30;3;1;3;1;0;1;201;0;0;FINISHED
200;30;3;1;4;1;0;1;201;0;0;FINISHED
200;30;3;1;5;1;0;1;201;0;0;FINISHED
200;30;3;2;1;1;0;1;201;0;0;FINISHED
200;30;3;2;2;2;61;1;102;1;60;ABORTED
200;30;3;2;3;2;61;1;87;1;60;ABORTED
200;30;3;2;4;2;61;1;76;1;60;ABORTED
200;30;3;2;5;2;61;1;81;1;60;ABORTED
200;30;3;3;1;1;0;1;202;0;0;FINISHED
200;30;3;3;2;2;76;1;88;1;66;ABORTED
200;30;3;3;3;2;71;1;98;1;62;ABORTED
200;30;3;3;4;2;74;1;103;1;65;ABORTED
200;30;3;3;5;2;75;1;122;1;65;ABORTED
